lat,lon
52.521992,13.413244
52.504997,13.439605
52.520901,13.295492
52.516640,13.402318
52.518898,13.401797
52.5094,13.3765
52.518589,13.376665
52.516266,13.377775
52.516670,13.366670
52.5082,13.3890
